"","ï..time","paintmark","diet","colony","diet_pairing","date","hours","mins","secs","QUESTIONABLE.DATA","X","YES.COUNT","NO.COUNT","X.1","protein"
"1","15:08","bpp","yellow","NS163","1619","Sep12",0,15,8,"no",NA,"1218",2452,NA,"High"
"2","15:57","pyw","yellow","NS163","1619","Sep12",0,15,57,"no",NA,"",NA,NA,"High"
"3","16:15","pyy","orange","NS163","1619","Sep12",0,16,15,"no",NA,"",NA,NA,"Low"
"4","16:22","bpp","yellow","NS163","1619","Sep12",0,16,22,"no",NA,"",NA,NA,"High"
"5","17:35","pyw","yellow","NS163","1619","Sep12",0,17,35,"no",NA,"",NA,NA,"High"
"6","18:01","poo","yellow","NS163","1619","Sep12",0,18,1,"no",NA,"",NA,NA,"High"
"7","18:19","bpp","yellow","NS163","1619","Sep12",0,18,19,"no",NA,"",NA,NA,"High"
"8","18:50","pyy","yellow","NS163","1619","Sep12",0,18,50,"no",NA,"",NA,NA,"High"
"9","18:57","pyw","yellow","NS163","1619","Sep12",0,18,57,"no",NA,"",NA,NA,"High"
"10","20:06","pyy","yellow","NS163","1619","Sep12",0,20,6,"no",NA,"",NA,NA,"High"
"11","20:27","pyw","yellow","NS163","1619","Sep12",0,20,27,"no",NA,"",NA,NA,"High"
"12","21:03","pbw","orange","NS163","1619","Sep12",0,21,3,"no",NA,"",NA,NA,"Low"
"13","21:09","pyw","yellow","NS163","1619","Sep12",0,21,9,"no",NA,"",NA,NA,"High"
"14","21:25","pyy","yellow","NS163","1619","Sep12",0,21,25,"no",NA,"",NA,NA,"High"
"15","21:31","bpp","yellow","NS163","1619","Sep12",0,21,31,"no",NA,"",NA,NA,"High"
"16","21:39","gpw","yellow","NS163","1619","Sep12",0,21,39,"no",NA,"",NA,NA,"High"
"17","22:06","byw","yellow","NS163","1619","Sep12",0,22,6,"no",NA,"",NA,NA,"High"
"18","22:25","ggw","orange","NS163","1619","Sep12",0,22,25,"no",NA,"",NA,NA,"Low"
"19","23:10","ybw","yellow","NS163","1619","Sep12",0,23,10,"no",NA,"",NA,NA,"High"
"20","23:22","pyy","yellow","NS163","1619","Sep12",0,23,22,"no",NA,"",NA,NA,"High"
"21","23:22","gyy","yellow","NS163","1619","Sep12",0,23,22,"no",NA,"",NA,NA,"High"
"22","23:31","pyw","yellow","NS163","1619","Sep12",0,23,31,"no",NA,"",NA,NA,"High"
"23","23:35","gpy","yellow","NS163","1619","Sep12",0,23,35,"no",NA,"",NA,NA,"High"
"24","23:56","gpg","orange","NS163","1619","Sep12",0,23,56,"no",NA,"",NA,NA,"Low"
"25","24:09:00","oww","orange","NS163","1619","Sep12",0,24,9,"no",NA,"",NA,NA,"Low"
"26","24:24:00","ywb","yellow","NS163","1619","Sep12",0,24,24,"no",NA,"",NA,NA,"High"
"27","24:37:00","gyy","yellow","NS163","1619","Sep12",0,24,37,"no",NA,"",NA,NA,"High"
"28","24:45:00","pyw","yellow","NS163","1619","Sep12",0,24,45,"no",NA,"",NA,NA,"High"
"29","25:10:00","gyp","yellow","NS163","1619","Sep12",0,25,10,"no",NA,"",NA,NA,"High"
"30","25:18:00","woo","yellow","NS163","1619","Sep12",0,25,18,"no",NA,"",NA,NA,"High"
"31","25:38:00","pyw","yellow","NS163","1619","Sep12",0,25,38,"no",NA,"",NA,NA,"High"
"32","25:41:00","ywb","yellow","NS163","1619","Sep12",0,25,41,"no",NA,"",NA,NA,"High"
"33","25:55:00","gpw","orange","NS163","1619","Sep12",0,25,55,"no",NA,"",NA,NA,"Low"
"34","25:56:00","pyy","yellow","NS163","1619","Sep12",0,25,56,"no",NA,"",NA,NA,"High"
"35","26:05:00","oyy","yellow","NS163","1619","Sep12",0,26,5,"no",NA,"",NA,NA,"High"
"36","26:28:00","pyw","yellow","NS163","1619","Sep12",0,26,28,"no",NA,"",NA,NA,"High"
"37","26:35:00","gpg","yellow","NS163","1619","Sep12",0,26,35,"no",NA,"",NA,NA,"High"
"38","26:40:00","pbw","yellow","NS163","1619","Sep12",0,26,40,"no",NA,"",NA,NA,"High"
"39","26:59:00","ggg","yellow","NS163","1619","Sep12",0,26,59,"no",NA,"",NA,NA,"High"
"40","27:18:00","pyw","yellow","NS163","1619","Sep12",0,27,18,"no",NA,"",NA,NA,"High"
"41","27:20:00","gyp","yellow","NS163","1619","Sep12",0,27,20,"no",NA,"",NA,NA,"High"
"42","27:25:00","ywb","yellow","NS163","1619","Sep12",0,27,25,"no",NA,"",NA,NA,"High"
"43","27:35:00","gpg","yellow","NS163","1619","Sep12",0,27,35,"no",NA,"",NA,NA,"High"
"44","27:41:00","yoo","yellow","NS163","1619","Sep12",0,27,41,"no",NA,"",NA,NA,"High"
"45","28:16:00","oyy","yellow","NS163","1619","Sep12",0,28,16,"no",NA,"",NA,NA,"High"
"46","28:21:00","ywb","yellow","NS163","1619","Sep12",0,28,21,"no",NA,"",NA,NA,"High"
"47","28:25:00","gpg","yellow","NS163","1619","Sep12",0,28,25,"no",NA,"",NA,NA,"High"
"48","28:38:00","pww","yellow","NS163","1619","Sep12",0,28,38,"no",NA,"",NA,NA,"High"
"49","29:23:00","woo","yellow","NS163","1619","Sep12",0,29,23,"no",NA,"",NA,NA,"High"
"50","29:45:00","gbp","yellow","NS163","1619","Sep12",0,29,45,"no",NA,"",NA,NA,"High"
"51","30:26:00","pyw","yellow","NS163","1619","Sep12",0,30,26,"no",NA,"",NA,NA,"High"
"52","30:27:00","pbw","yellow","NS163","1619","Sep12",0,30,27,"no",NA,"",NA,NA,"High"
"53","30:27:00","ggg","yellow","NS163","1619","Sep12",0,30,27,"no",NA,"",NA,NA,"High"
"54","30:56:00","gyw","orange","NS163","1619","Sep12",0,30,56,"no",NA,"",NA,NA,"Low"
"55","31:09:00","ywb","yellow","NS163","1619","Sep12",0,31,9,"no",NA,"",NA,NA,"High"
"56","31:21:00","gpw","yellow","NS163","1619","Sep12",0,31,21,"no",NA,"",NA,NA,"High"
"57","32:11:00","ggg","yellow","NS163","1619","Sep12",0,32,11,"no",NA,"",NA,NA,"High"
"58","32:15:00","woo","yellow","NS163","1619","Sep12",0,32,15,"no",NA,"",NA,NA,"High"
"59","32:17:00","gyp","yellow","NS163","1619","Sep12",0,32,17,"no",NA,"",NA,NA,"High"
"60","32:18:00","pyw","yellow","NS163","1619","Sep12",0,32,18,"no",NA,"",NA,NA,"High"
"61","32:51:00","gbw","yellow","NS163","1619","Sep12",0,32,51,"no",NA,"",NA,NA,"High"
"62","32:57:00","gbp","yellow","NS163","1619","Sep12",0,32,57,"no",NA,"",NA,NA,"High"
"63","33:25:00","oyy","yellow","NS163","1619","Sep12",0,33,25,"no",NA,"",NA,NA,"High"
"64","33:32:00","ywb","yellow","NS163","1619","Sep12",0,33,32,"no",NA,"",NA,NA,"High"
"65","33:43:00","ggw","yellow","NS163","1619","Sep12",0,33,43,"no",NA,"",NA,NA,"High"
"66","33:43:00","gbw","yellow","NS163","1619","Sep12",0,33,43,"no",NA,"",NA,NA,"High"
"67","33:48:00","pyw","yellow","NS163","1619","Sep12",0,33,48,"no",NA,"",NA,NA,"High"
"68","33:59:00","pyw","yellow","NS163","1619","Sep12",0,33,59,"no",NA,"",NA,NA,"High"
"69","34:42:00","ywb","yellow","NS163","1619","Sep12",0,34,42,"no",NA,"",NA,NA,"High"
"70","34:42:00","ggg","yellow","NS163","1619","Sep12",0,34,42,"no",NA,"",NA,NA,"High"
"71","34:42:00","ybw","orange","NS163","1619","Sep12",0,34,42,"no",NA,"",NA,NA,"Low"
"72","34:47:00","pyy","yellow","NS163","1619","Sep12",0,34,47,"no",NA,"",NA,NA,"High"
"73","34:48:00","pbw","yellow","NS163","1619","Sep12",0,34,48,"no",NA,"",NA,NA,"High"
"74","34:57:00","gbp","yellow","NS163","1619","Sep12",0,34,57,"no",NA,"",NA,NA,"High"
"75","35:21:00","poy","yellow","NS163","1619","Sep12",0,35,21,"no",NA,"",NA,NA,"High"
"76","35:30:00","gpw","yellow","NS163","1619","Sep12",0,35,30,"no",NA,"",NA,NA,"High"
"77","35:35:00","pyw","yellow","NS163","1619","Sep12",0,35,35,"no",NA,"",NA,NA,"High"
"78","35:50:00","pbw","yellow","NS163","1619","Sep12",0,35,50,"no",NA,"",NA,NA,"High"
"79","35:50:00","ggg","yellow","NS163","1619","Sep12",0,35,50,"no",NA,"",NA,NA,"High"
"80","36:03:00","bpp","yellow","NS163","1619","Sep12",0,36,3,"no",NA,"",NA,NA,"High"
"81","36:06:00","woo","yellow","NS163","1619","Sep12",0,36,6,"no",NA,"",NA,NA,"High"
"82","36:10:00","gyp","yellow","NS163","1619","Sep12",0,36,10,"no",NA,"",NA,NA,"High"
"83","36:24:00","oww","yellow","NS163","1619","Sep12",0,36,24,"no",NA,"",NA,NA,"High"
"84","36:33:00","ywb","yellow","NS163","1619","Sep12",0,36,33,"no",NA,"",NA,NA,"High"
"85","37:25:00","gyy","orange","NS163","1619","Sep12",0,37,25,"no",NA,"",NA,NA,"Low"
"86","37:28:00","gwb","yellow","NS163","1619","Sep12",0,37,28,"no",NA,"",NA,NA,"High"
"87","37:33:00","ggg","yellow","NS163","1619","Sep12",0,37,33,"no",NA,"",NA,NA,"High"
"88","37:39:00","pbw","yellow","NS163","1619","Sep12",0,37,39,"no",NA,"",NA,NA,"High"
"89","38:00:00","gbp","yellow","NS163","1619","Sep12",0,38,0,"no",NA,"",NA,NA,"High"
"90","38:00:00","gpo","yellow","NS163","1619","Sep12",0,38,0,"no",NA,"",NA,NA,"High"
"91","38:41:00","gyp","yellow","NS163","1619","Sep12",0,38,41,"no",NA,"",NA,NA,"High"
"92","38:51:00","pyw","yellow","NS163","1619","Sep12",0,38,51,"no",NA,"",NA,NA,"High"
"93","39:10:00","pgw","yellow","NS163","1619","Sep12",0,39,10,"no",NA,"",NA,NA,"High"
"94","39:10:00","ggo","yellow","NS163","1619","Sep12",0,39,10,"no",NA,"",NA,NA,"High"
"95","39:24:00","woo","yellow","NS163","1619","Sep12",0,39,24,"no",NA,"",NA,NA,"High"
"96","39:24:00","ywb","yellow","NS163","1619","Sep12",0,39,24,"no",NA,"",NA,NA,"High"
"97","39:50:00","gyo","orange","NS163","1619","Sep12",0,39,50,"no",NA,"",NA,NA,"Low"
"98","40:54:00","gyw","yellow","NS163","1619","Sep12",0,40,54,"no",NA,"",NA,NA,"High"
"99","41:01:00","gbp","yellow","NS163","1619","Sep12",0,41,1,"no",NA,"",NA,NA,"High"
"100","41:21:00","gyp","yellow","NS163","1619","Sep12",0,41,21,"no",NA,"",NA,NA,"High"
"101","41:30:00","pww","yellow","NS163","1619","Sep12",0,41,30,"no",NA,"",NA,NA,"High"
"102","41:30:00","ggg","yellow","NS163","1619","Sep12",0,41,30,"no",NA,"",NA,NA,"High"
"103","41:30:00","yoo","yellow","NS163","1619","Sep12",0,41,30,"no",NA,"",NA,NA,"High"
"104","41:32:00","pbw","yellow","NS163","1619","Sep12",0,41,32,"no",NA,"",NA,NA,"High"
"105","41:38:00","pyw","yellow","NS163","1619","Sep12",0,41,38,"no",NA,"",NA,NA,"High"
"106","42:08:00","gpo","yellow","NS163","1619","Sep12",0,42,8,"no",NA,"",NA,NA,"High"
"107","42:58:00","pgb","yellow","NS163","1619","Sep12",0,42,58,"no",NA,"",NA,NA,"High"
"108","42:58:00","ywb","yellow","NS163","1619","Sep12",0,42,58,"no",NA,"",NA,NA,"High"
"109","44:04:00","pbw","yellow","NS163","1619","Sep12",0,44,4,"no",NA,"",NA,NA,"High"
"110","44:13:00","gbw","yellow","NS163","1619","Sep12",0,44,13,"no",NA,"",NA,NA,"High"
"111","44:31:00","ggg","yellow","NS163","1619","Sep12",0,44,31,"no",NA,"",NA,NA,"High"
"112","44:54:00","gyy","orange","NS163","1619","Sep12",0,44,54,"no",NA,"",NA,NA,"Low"
"113","45:10:00","pyw","yellow","NS163","1619","Sep12",0,45,10,"no",NA,"",NA,NA,"High"
"114","45:49:00","ggg","yellow","NS163","1619","Sep12",0,45,49,"no",NA,"",NA,NA,"High"
"115","46:03:00","gyp","yellow","NS163","1619","Sep12",0,46,3,"no",NA,"",NA,NA,"High"
"116","46:06:00","oww","yellow","NS163","1619","Sep12",0,46,6,"no",NA,"",NA,NA,"High"
"117","46:09:00","pbw","yellow","NS163","1619","Sep12",0,46,9,"no",NA,"",NA,NA,"High"
"118","46:30:00","pyo","orange","NS163","1619","Sep12",0,46,30,"no",NA,"",NA,NA,"Low"
"119","46:38:00","woo","yellow","NS163","1619","Sep12",0,46,38,"no",NA,"",NA,NA,"High"
"120","46:57:00","ggg","yellow","NS163","1619","Sep12",0,46,57,"no",NA,"",NA,NA,"High"
"121","47:11:00","ggo","yellow","NS163","1619","Sep12",0,47,11,"no",NA,"",NA,NA,"High"
"122","47:18:00","pyy","orange","NS163","1619","Sep12",0,47,18,"no",NA,"",NA,NA,"Low"
"123","47:35:00","pbw","yellow","NS163","1619","Sep12",0,47,35,"no",NA,"",NA,NA,"High"
"124","47:48:00","woo","yellow","NS163","1619","Sep12",0,47,48,"no",NA,"",NA,NA,"High"
"125","48:59:00","pbw","yellow","NS163","1619","Sep12",0,48,59,"no",NA,"",NA,NA,"High"
"126","48:59:00","oww","yellow","NS163","1619","Sep12",0,48,59,"no",NA,"",NA,NA,"High"
"127","48:59:00","poo","orange","NS163","1619","Sep12",0,48,59,"no",NA,"",NA,NA,"Low"
"128","49:01:00","gyp","yellow","NS163","1619","Sep12",0,49,1,"no",NA,"",NA,NA,"High"
"129","49:06:00","gyw","yellow","NS163","1619","Sep12",0,49,6,"no",NA,"",NA,NA,"High"
"130","49:35:00","gpg","orange","NS163","1619","Sep12",0,49,35,"no",NA,"",NA,NA,"Low"
"131","49:46:00","pbw","yellow","NS163","1619","Sep12",0,49,46,"no",NA,"",NA,NA,"High"
"132","49:48:00","woo","yellow","NS163","1619","Sep12",0,49,48,"no",NA,"",NA,NA,"High"
"133","49:54:00","gyy","orange","NS163","1619","Sep12",0,49,54,"no",NA,"",NA,NA,"Low"
"134","50:12:00","gbw","yellow","NS163","1619","Sep12",0,50,12,"no",NA,"",NA,NA,"High"
"135","50:40:00","gpo","orange","NS163","1619","Sep12",0,50,40,"no",NA,"",NA,NA,"Low"
"136","50:40:00","oww","yellow","NS163","1619","Sep12",0,50,40,"no",NA,"",NA,NA,"High"
"137","50:53:00","pbw","yellow","NS163","1619","Sep12",0,50,53,"no",NA,"",NA,NA,"High"
"138","51:08:00","pww","orange","NS163","1619","Sep12",0,51,8,"no",NA,"",NA,NA,"Low"
"139","51:20:00","ywb","yellow","NS163","1619","Sep12",0,51,20,"no",NA,"",NA,NA,"High"
"140","51:32:00","ggo","yellow","NS163","1619","Sep12",0,51,32,"no",NA,"",NA,NA,"High"
"141","51:46:00","woo","yellow","NS163","1619","Sep12",0,51,46,"no",NA,"",NA,NA,"High"
"142","52:28:00","gbp","yellow","NS163","1619","Sep12",0,52,28,"no",NA,"",NA,NA,"High"
"143","52:28:00","ggo","yellow","NS163","1619","Sep12",0,52,28,"no",NA,"",NA,NA,"High"
"144","52:38:00","ggg","yellow","NS163","1619","Sep12",0,52,38,"no",NA,"",NA,NA,"High"
"145","53:03:00","oww","yellow","NS163","1619","Sep12",0,53,3,"no",NA,"",NA,NA,"High"
"146","53:14:00","pbw","yellow","NS163","1619","Sep12",0,53,14,"no",NA,"",NA,NA,"High"
"147","53:25:00","gyy","orange","NS163","1619","Sep12",0,53,25,"no",NA,"",NA,NA,"Low"
"148","53:56:00","woo","yellow","NS163","1619","Sep12",0,53,56,"no",NA,"",NA,NA,"High"
"149","53:56:00","ywb","yellow","NS163","1619","Sep12",0,53,56,"no",NA,"",NA,NA,"High"
"150","53:59:00","gyp","yellow","NS163","1619","Sep12",0,53,59,"no",NA,"",NA,NA,"High"
"151","54:18:00","pyw","yellow","NS163","1619","Sep12",0,54,18,"no",NA,"",NA,NA,"High"
"152","54:26:00","ggg","yellow","NS163","1619","Sep12",0,54,26,"no",NA,"",NA,NA,"High"
"153","54:33:00","gbw","yellow","NS163","1619","Sep12",0,54,33,"no",NA,"",NA,NA,"High"
"154","54:43:00","gbp","yellow","NS163","1619","Sep12",0,54,43,"no",NA,"",NA,NA,"High"
"155","54:54:00","pyy","orange","NS163","1619","Sep12",0,54,54,"no",NA,"",NA,NA,"Low"
"156","54:54:00","oww","yellow","NS163","1619","Sep12",0,54,54,"no",NA,"",NA,NA,"High"
"157","55:20:00","wwy","yellow","NS163","1619","Sep12",0,55,20,"no",NA,"",NA,NA,"High"
"158","55:20:00","ggo","yellow","NS163","1619","Sep12",0,55,20,"no",NA,"",NA,NA,"High"
"159","55:25:00","gyy","orange","NS163","1619","Sep12",0,55,25,"no",NA,"",NA,NA,"Low"
"160","55:41:00","ywb","yellow","NS163","1619","Sep12",0,55,41,"no",NA,"",NA,NA,"High"
"161","55:47:00","gpo","yellow","NS163","1619","Sep12",0,55,47,"no",NA,"",NA,NA,"High"
"162","55:51:00","ybw","yellow","NS163","1619","Sep12",0,55,51,"no",NA,"",NA,NA,"High"
"163","55:56:00","gyp","yellow","NS163","1619","Sep12",0,55,56,"no",NA,"",NA,NA,"High"
"164","56:07:00","woo","yellow","NS163","1619","Sep12",0,56,7,"no",NA,"",NA,NA,"High"
"165","56:30:00","ggg","yellow","NS163","1619","Sep12",0,56,30,"yes",NA,"",NA,NA,"High"
"166","56:30:00","oww","yellow","NS163","1619","Sep12",0,56,30,"yes",NA,"",NA,NA,"High"
"167","57:01:00","pyw","yellow","NS163","1619","Sep12",0,57,1,"yes",NA,"",NA,NA,"High"
"168","57:01:00","gbp","yellow","NS163","1619","Sep12",0,57,1,"yes",NA,"",NA,NA,"High"
"169","57:01:00","ggo","yellow","NS163","1619","Sep12",0,57,1,"yes",NA,"",NA,NA,"High"
"170","57:24:00","gpw","orange","NS163","1619","Sep12",0,57,24,"yes",NA,"",NA,NA,"Low"
"171","57:24:00","ggp","yellow","NS163","1619","Sep12",0,57,24,"yes",NA,"",NA,NA,"High"
"172","57:36:00","woo","yellow","NS163","1619","Sep12",0,57,36,"yes",NA,"",NA,NA,"High"
"173","57:36:00","poo","orange","NS163","1619","Sep12",0,57,36,"yes",NA,"",NA,NA,"Low"
"174","57:36:00","gyy","orange","NS163","1619","Sep12",0,57,36,"yes",NA,"",NA,NA,"Low"
"175","58:06:00","gyp","yellow","NS163","1619","Sep12",0,58,6,"yes",NA,"",NA,NA,"High"
"176","58:06:00","ggg","yellow","NS163","1619","Sep12",0,58,6,"yes",NA,"",NA,NA,"High"
"177","58:14:00","oww","yellow","NS163","1619","Sep12",0,58,14,"yes",NA,"",NA,NA,"High"
"178","58:28:00","ywb","yellow","NS163","1619","Sep12",0,58,28,"yes",NA,"",NA,NA,"High"
"179","58:28:00","pbw","yellow","NS163","1619","Sep12",0,58,28,"yes",NA,"",NA,NA,"High"
"180","59:22:00","gyp","yellow","NS163","1619","Sep12",0,59,22,"yes",NA,"",NA,NA,"High"
"181","59:22:00","ggg","yellow","NS163","1619","Sep12",0,59,22,"yes",NA,"",NA,NA,"High"
"182","59:43:00","bpp","orange","NS163","1619","Sep12",0,59,43,"yes",NA,"",NA,NA,"Low"
"183","59:43:00","woo","yellow","NS163","1619","Sep12",0,59,43,"yes",NA,"",NA,NA,"High"
"184","59:43:00","gyy","orange","NS163","1619","Sep12",0,59,43,"yes",NA,"",NA,NA,"Low"
"185","59:43:00","pyw","yellow","NS163","1619","Sep12",0,59,43,"yes",NA,"",NA,NA,"High"
"186","1:00:05","gbp","yellow","NS163","1619","Sep12",1,0,5,"yes",NA,"",NA,NA,"High"
"187","1:00:20","pyo","orange","NS163","1619","Sep12",1,0,20,"yes",NA,"",NA,NA,"Low"
"188","1:00:31","ggg","yellow","NS163","1619","Sep12",1,0,31,"yes",NA,"",NA,NA,"High"
"189","1:01:16","pbw","yellow","NS163","1619","Sep12",1,1,16,"yes",NA,"",NA,NA,"High"
"190","1:01:16","gyp","yellow","NS163","1619","Sep12",1,1,16,"yes",NA,"",NA,NA,"High"
"191","1:01:35","gyy","orange","NS163","1619","Sep12",1,1,35,"yes",NA,"",NA,NA,"Low"
"192","1:01:35","oww","yellow","NS163","1619","Sep12",1,1,35,"yes",NA,"",NA,NA,"High"
"193","1:01:35","pyw","yellow","NS163","1619","Sep12",1,1,35,"yes",NA,"",NA,NA,"High"
"194","1:01:42","gpo","yellow","NS163","1619","Sep12",1,1,42,"yes",NA,"",NA,NA,"High"
"195","1:01:51","ywb","yellow","NS163","1619","Sep12",1,1,51,"yes",NA,"",NA,NA,"High"
"196","1:01:51","poo","orange","NS163","1619","Sep12",1,1,51,"yes",NA,"",NA,NA,"Low"
"197","1:02:09","ggg","yellow","NS163","1619","Sep12",1,2,9,"yes",NA,"",NA,NA,"High"
"198","1:02:21","woo","yellow","NS163","1619","Sep12",1,2,21,"yes",NA,"",NA,NA,"High"
"199","1:02:26","pbw","yellow","NS163","1619","Sep12",1,2,26,"yes",NA,"",NA,NA,"High"
"200","1:02:30","pbb","yellow","NS163","1619","Sep12",1,2,30,"yes",NA,"",NA,NA,"High"
"201","1:02:46","poy","yellow","NS163","1619","Sep12",1,2,46,"yes",NA,"",NA,NA,"High"
"202","1:03:05","oww","yellow","NS163","1619","Sep12",1,3,5,"yes",NA,"",NA,NA,"High"
"203","1:03:05","pyw","yellow","NS163","1619","Sep12",1,3,5,"yes",NA,"",NA,NA,"High"
"204","1:03:09","ybp","orange","NS163","1619","Sep12",1,3,9,"yes",NA,"",NA,NA,"Low"
"205","1:03:21","gyy","orange","NS163","1619","Sep12",1,3,21,"yes",NA,"",NA,NA,"Low"
"206","1:03:32","ggg","yellow","NS163","1619","Sep12",1,3,32,"yes",NA,"",NA,NA,"High"
"207","1:03:39","ybb","yellow","NS163","1619","Sep12",1,3,39,"yes",NA,"",NA,NA,"High"
"208","1:04:09","poo","orange","NS163","1619","Sep12",1,4,9,"yes",NA,"",NA,NA,"Low"
"209","1:04:13","gbp","yellow","NS163","1619","Sep12",1,4,13,"yes",NA,"",NA,NA,"High"
"210","1:04:40","gbw","yellow","NS163","1619","Sep12",1,4,40,"yes",NA,"",NA,NA,"High"
"211","1:04:40","pyw","yellow","NS163","1619","Sep12",1,4,40,"yes",NA,"",NA,NA,"High"
"212","1:04:40","gyy","orange","NS163","1619","Sep12",1,4,40,"yes",NA,"",NA,NA,"Low"
"213","1:05:18","gpo","yellow","NS163","1619","Sep12",1,5,18,"yes",NA,"",NA,NA,"High"
"214","1:05:41","pbw","yellow","NS163","1619","Sep12",1,5,41,"yes",NA,"",NA,NA,"High"
"215","1:06:25","pyw","yellow","NS163","1619","Sep12",1,6,25,"yes",NA,"",NA,NA,"High"
"216","1:06:25","ggg","yellow","NS163","1619","Sep12",1,6,25,"yes",NA,"",NA,NA,"High"
"217","1:06:42","gyy","orange","NS163","1619","Sep12",1,6,42,"yes",NA,"",NA,NA,"Low"
"218","1:07:23","oww","yellow","NS163","1619","Sep12",1,7,23,"yes",NA,"",NA,NA,"High"
"219","1:07:23","woo","yellow","NS163","1619","Sep12",1,7,23,"yes",NA,"",NA,NA,"High"
"220","1:07:37","gbp","yellow","NS163","1619","Sep12",1,7,37,"yes",NA,"",NA,NA,"High"
"221","1:07:37","ywb","yellow","NS163","1619","Sep12",1,7,37,"yes",NA,"",NA,NA,"High"
"222","1:07:37","gog","yellow","NS163","1619","Sep12",1,7,37,"yes",NA,"",NA,NA,"High"
"223","1:08:02","ybp","orange","NS163","1619","Sep12",1,8,2,"yes",NA,"",NA,NA,"Low"
"224","1:08:02","pyw","yellow","NS163","1619","Sep12",1,8,2,"yes",NA,"",NA,NA,"High"
"225","1:08:05","gyp","yellow","NS163","1619","Sep12",1,8,5,"yes",NA,"",NA,NA,"High"
"226","1:08:14","ybb","orange","NS163","1619","Sep12",1,8,14,"yes",NA,"",NA,NA,"Low"
"227","1:08:25","oww","yellow","NS163","1619","Sep12",1,8,25,"yes",NA,"",NA,NA,"High"
"228","1:08:25","gyy","orange","NS163","1619","Sep12",1,8,25,"yes",NA,"",NA,NA,"Low"
"229","1:08:39","poo","orange","NS163","1619","Sep12",1,8,39,"yes",NA,"",NA,NA,"Low"
"230","1:08:39","woo","yellow","NS163","1619","Sep12",1,8,39,"yes",NA,"",NA,NA,"High"
"231","1:09:18","ggg","yellow","NS163","1619","Sep12",1,9,18,"yes",NA,"",NA,NA,"High"
"232","1:09:18","gbp","yellow","NS163","1619","Sep12",1,9,18,"yes",NA,"",NA,NA,"High"
"233","1:09:18","pyw","yellow","NS163","1619","Sep12",1,9,18,"yes",NA,"",NA,NA,"High"
"234","1:09:18","ywb","yellow","NS163","1619","Sep12",1,9,18,"yes",NA,"",NA,NA,"High"
"235","1:09:40","pyy","yellow","NS163","1619","Sep12",1,9,40,"yes",NA,"",NA,NA,"High"
"236","1:09:40","pbw","yellow","NS163","1619","Sep12",1,9,40,"yes",NA,"",NA,NA,"High"
"237","1:09:40","gyy","orange","NS163","1619","Sep12",1,9,40,"yes",NA,"",NA,NA,"Low"
"238","1:09:55","goy","yellow","NS163","1619","Sep12",1,9,55,"yes",NA,"",NA,NA,"High"
"239","1:10:22","ggg","yellow","NS163","1619","Sep12",1,10,22,"yes",NA,"",NA,NA,"High"
"240","1:10:22","gbw","yellow","NS163","1619","Sep12",1,10,22,"yes",NA,"",NA,NA,"High"
"241","1:10:22","ggo","yellow","NS163","1619","Sep12",1,10,22,"yes",NA,"",NA,NA,"High"
"242","1:10:22","pbw","yellow","NS163","1619","Sep12",1,10,22,"yes",NA,"",NA,NA,"High"
"243","1:10:31","ywb","yellow","NS163","1619","Sep12",1,10,31,"yes",NA,"",NA,NA,"High"
"244","1:10:47","gyy","orange","NS163","1619","Sep12",1,10,47,"yes",NA,"",NA,NA,"Low"
"245","1:10:47","pyw","yellow","NS163","1619","Sep12",1,10,47,"yes",NA,"",NA,NA,"High"
"246","1:11:05","pbw","yellow","NS163","1619","Sep12",1,11,5,"yes",NA,"",NA,NA,"High"
"247","1:11:57","wwy","yellow","NS163","1619","Sep12",1,11,57,"yes",NA,"",NA,NA,"High"
"248","1:11:57","ggp","yellow","NS163","1619","Sep12",1,11,57,"yes",NA,"",NA,NA,"High"
"249","1:11:57","pbw","yellow","NS163","1619","Sep12",1,11,57,"yes",NA,"",NA,NA,"High"
"250","1:11:59","woo","yellow","NS163","1619","Sep12",1,11,59,"yes",NA,"",NA,NA,"High"
"251","1:12:03","gyy","orange","NS163","1619","Sep12",1,12,3,"yes",NA,"",NA,NA,"Low"
"252","1:12:44","pbb","yellow","NS163","1619","Sep12",1,12,44,"yes",NA,"",NA,NA,"High"
"253","1:12:44","pyw","yellow","NS163","1619","Sep12",1,12,44,"yes",NA,"",NA,NA,"High"
"254","1:12:44","gpg","orange","NS163","1619","Sep12",1,12,44,"yes",NA,"",NA,NA,"Low"
"255","1:13:11","oww","yellow","NS163","1619","Sep12",1,13,11,"yes",NA,"",NA,NA,"High"
"256","1:13:11","pbw","yellow","NS163","1619","Sep12",1,13,11,"yes",NA,"",NA,NA,"High"
"257","1:13:15","gwp","yellow","NS163","1619","Sep12",1,13,15,"yes",NA,"",NA,NA,"High"
"258","1:13:15","poo","orange","NS163","1619","Sep12",1,13,15,"yes",NA,"",NA,NA,"Low"
"259","1:13:15","goy","orange","NS163","1619","Sep12",1,13,15,"yes",NA,"",NA,NA,"Low"
"260","1:13:36","gog","orange","NS163","1619","Sep12",1,13,36,"yes",NA,"",NA,NA,"Low"
"261","1:13:36","boo","yellow","NS163","1619","Sep12",1,13,36,"yes",NA,"",NA,NA,"High"
"262","1:13:36","gbw","yellow","NS163","1619","Sep12",1,13,36,"yes",NA,"",NA,NA,"High"
